timestamp,param5,param6,param1,param2,param3,param4,param7,command,source_component,target_system,target_component,source_system,confirmation,from_external
3429551929,0.0,0.0,65.0,4.0,4.0,0.0,0.0,176,190,1,0,255,1,1
4905117922,0.0,0.0,1.0,0.0,0.0,0.0,0.0,521,190,1,1,255,0,1
4906173612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,401,190,1,1,255,0,1
