timestamp,timestamp_sample,position[0],position[1],position[2],q[0],q[1],q[2],q[3],velocity[0],velocity[1],velocity[2],angular_velocity[0],angular_velocity[1],angular_velocity[2],position_variance[0],position_variance[1],position_variance[2],orientation_variance[0],orientation_variance[1],orientation_variance[2],velocity_variance[0],velocity_variance[1],velocity_variance[2],pose_frame,velocity_frame,reset_counter,quality
7460129288,7460129283,-0.26552987,0.6478239,-0.29653177,0.6939985,0.020715207,-0.046069738,0.7182023,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,1,0,0,0
7460154721,7460154717,-0.26553243,0.64780784,-0.29652408,0.6940088,0.020658156,-0.046055444,0.71819496,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,1,0,0,0
7460163383,7460163374,-0.26553112,0.647821,-0.29652157,0.6940281,0.020736363,-0.046048813,0.7181744,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,1,0,0,0
7460172327,7460172321,-0.26552835,0.6478102,-0.29651618,0.6939845,0.020679388,-0.0460697,0.71821684,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,1,0,0,0
7460180614,7460180609,-0.26552683,0.6478186,-0.29651698,0.694024,0.020702075,-0.046078093,0.7181775,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,1,0,0,0
7460187006,7460187001,-0.2655297,0.6478155,-0.29651785,0.69402844,0.020716498,-0.046060983,0.71817386,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,1,0,0,0
7460196774,7460196769,-0.2655776,0.64784604,-0.29654887,0.6938266,0.020593025,-0.046341393,0.7183544,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,1,0,0,0
7460204302,7460204296,-0.26553214,0.64781696,-0.2965246,0.6940072,0.020707527,-0.046118215,0.71819097,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,1,0,0,0
7460212298,7460212288,-0.26558387,0.647851,-0.29655138,0.6937968,0.0205102,-0.046334367,0.71838593,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,1,0,0,0
7460220513,7460220508,-0.26552975,0.647819,-0.2965244,0.6940047,0.020614695,-0.04606825,0.71819925,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,1,0,0,0
7460229316,7460229311,-0.265531,0.6478167,-0.29651543,0.69401634,0.020716485,-0.046072017,0.7181849,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,1,0,0,0
7460237295,7460237290,-0.26557955,0.647847,-0.29654464,0.6938044,0.020540878,-0.04637657,0.7183751,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,1,0,0,0
7460247025,7460247017,-0.26552784,0.64780754,-0.29652947,0.6939893,0.020671694,-0.0460131,0.7182161,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,1,0,0,0
7460253313,7460253308,-0.2655854,0.6478446,-0.29655102,0.69385076,0.020588035,-0.0463427,0.71833116,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,1,0,0,0
7460263307,7460263301,-0.2655336,0.64781123,-0.29652578,0.69401634,0.020740664,-0.046122488,0.7181809,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,1,0,0,0
7460270754,7460270749,-0.26553467,0.6478099,-0.2965299,0.69401544,0.020717476,-0.04609406,0.7181843,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,1,0,0,0
7460279327,7460279322,-0.2655861,0.6478378,-0.29654813,0.6938472,0.020582302,-0.046391863,0.7183316,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,1,0,0,0
7460287554,7460287549,-0.26552933,0.6478222,-0.29652086,0.6940236,0.020728044,-0.046044353,0.7181793,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,1,0,0,0
7460296305,7460296300,-0.26557955,0.6478411,-0.2965369,0.69383126,0.02055711,-0.04633252,0.7183515,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,1,0,0,0
7460304298,7460304292,-0.26557967,0.64784783,-0.2965441,0.69385,0.020571232,-0.04634173,0.71833235,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,1,0,0,0
7460313380,7460313327,-0.265579,0.64784765,-0.29653922,0.6938102,0.020535365,-0.046346355,0.71837157,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,1,0,0,0
7460321537,7460321531,-0.2655251,0.6478185,-0.29652616,0.6940157,0.020700227,-0.046006568,0.7181902,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,1,0,0,0
7460329307,7460329301,-0.2655302,0.64781374,-0.296531,0.6940366,0.020725278,-0.046015024,0.7181687,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,1,0,0,0
7460337449,7460337444,-0.2655866,0.64783996,-0.29655161,0.6938371,0.020587368,-0.046382155,0.71834177,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,1,0,0,0
7460346564,7460346559,-0.26553297,0.64781004,-0.296514,0.6940027,0.020724798,-0.04605911,0.7181986,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,1,0,0,0
7460353737,7460353731,-0.26553643,0.64782006,-0.29652897,0.6940124,0.020735357,-0.046071865,0.7181881,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,1,0,0,0
7460363359,7460363353,-0.26554614,0.6481906,-0.29685572,0.6961067,0.01961464,-0.037786383,0.7166749,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,1,0,0,0
7460370300,7460370295,-0.2655247,0.6478186,-0.29652855,0.6940226,0.020678356,-0.046023495,0.7181831,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,1,0,0,0
7460380311,7460380306,-0.2655254,0.6478159,-0.29652086,0.6940351,0.020744275,-0.046081524,0.71816534,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,1,0,0,0
7460388598,7460388591,-0.2655827,0.6478336,-0.29654562,0.69384485,0.020593055,-0.046334602,0.7183371,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,1,0,0,0
7460397486,7460397481,-0.26558807,0.6478336,-0.29655293,0.6938655,0.020630574,-0.046376325,0.7183136,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,1,0,0,0
