timestamp,timestamp_sample,control[0],control[1],control[2],control[3],control[4],control[5],control[6],control[7],control[8],control[9],control[10],control[11],reversible_flags
7460152544,7460152262,0.0020000003,2.4012654e-09,0.0019999999,1.4352519e-11,nan,nan,nan,nan,nan,nan,nan,nan,0
7460153842,7460153510,0.002,1.5863519e-09,0.0019999947,1.4358681e-11,nan,nan,nan,nan,nan,nan,nan,nan,0
7460157552,7460157258,0.0020000024,1.9939943e-09,0.0019999966,1.4170087e-11,nan,nan,nan,nan,nan,nan,nan,nan,0
7460166295,7460165995,0.0020000003,1.1214307e-09,0.0019999994,1.3618651e-11,nan,nan,nan,nan,nan,nan,nan,nan,0
7460167532,7460167244,0.0020000003,6.26645e-10,0.0019999996,1.3639256e-11,nan,nan,nan,nan,nan,nan,nan,nan,0
7460176330,7460175983,0.0019999987,0.0,0.0019999987,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
7460178774,7460178480,0.0020000022,0.0,0.0019999987,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
7460186270,7460185971,0.002,2.4812147e-10,0.0019999999,1.381302e-11,nan,nan,nan,nan,nan,nan,nan,nan,0
7460188748,7460188467,0.0020000006,5.6836685e-10,0.0019999999,1.37097625e-11,nan,nan,nan,nan,nan,nan,nan,nan,0
7460192489,7460192213,0.0020000003,7.384833e-11,0.0020000003,1.3463161e-11,nan,nan,nan,nan,nan,nan,nan,nan,0
7460199989,7460199704,0.0019999987,1.7038401e-09,0.0020000006,1.3285923e-11,nan,nan,nan,nan,nan,nan,nan,nan,0
7460202476,7460202201,0.0020000003,8.889148e-10,0.0019999994,1.3303943e-11,nan,nan,nan,nan,nan,nan,nan,nan,0
7460211243,7460210940,0.0020000003,1.5490833e-11,0.0020000003,1.3612998e-11,nan,nan,nan,nan,nan,nan,nan,nan,0
7460213762,7460213437,0.0019999985,2.4019482e-09,0.0019999999,1.3669673e-11,nan,nan,nan,nan,nan,nan,nan,nan,0
7460219952,7460219679,0.0020000006,1.320476e-10,0.0020000003,1.3471562e-11,nan,nan,nan,nan,nan,nan,nan,nan,0
7460223710,7460223425,0.0020000003,7.724792e-10,0.0019999994,1.3324213e-11,nan,nan,nan,nan,nan,nan,nan,nan,0
7460227504,7460227170,0.0020000003,7.3886494e-11,0.0020000003,1.3424994e-11,nan,nan,nan,nan,nan,nan,nan,nan,0
7460234954,7460234661,0.0020000003,8.2974483e-10,0.0019999994,1.4266265e-11,nan,nan,nan,nan,nan,nan,nan,nan,0
7460237438,7460237158,0.0019999985,2.459369e-09,0.0019999999,1.4456766e-11,nan,nan,nan,nan,nan,nan,nan,nan,0
7460246179,7460245897,0.0020000022,1.9367843e-09,0.0019999966,1.3172409e-11,nan,nan,nan,nan,nan,nan,nan,nan,0
7460248671,7460248394,0.0019999985,1.7916728e-09,0.0020000003,1.27646435e-11,nan,nan,nan,nan,nan,nan,nan,nan,0
7460254920,7460254636,0.0020000003,0.0,0.0020000003,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
7460258725,7460258382,0.0020000022,2.5188662e-09,0.001999996,1.3167065e-11,nan,nan,nan,nan,nan,nan,nan,nan,0
7460262404,7460262127,0.0020000022,1.2378442e-09,0.0019999973,1.3620539e-11,nan,nan,nan,nan,nan,nan,nan,nan,0
7460269909,7460269618,0.0020000024,6.2638433e-10,0.001999998,1.3899918e-11,nan,nan,nan,nan,nan,nan,nan,nan,0
7460272392,7460272115,0.0020000027,0.0,0.0020000008,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
7460279887,7460279606,0.0020000006,0.0,0.002,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
7460283631,7460283351,0.0019999982,1.5875813e-09,0.0020000003,1.31294e-11,nan,nan,nan,nan,nan,nan,nan,nan,0
7460289902,7460289594,0.0019999985,2.403282e-09,0.0019999999,1.2335997e-11,nan,nan,nan,nan,nan,nan,nan,nan,0
7460293621,7460293339,0.0019999987,1.5014825e-09,0.0020000008,1.19167246e-11,nan,nan,nan,nan,nan,nan,nan,nan,0
7460297362,7460297084,0.0020000008,0.0,0.002000001,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
7460306111,7460305824,0.0020000003,0.0,0.0020000003,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
7460307369,7460307072,0.0020000024,1.67631e-09,0.001999997,1.171215e-11,nan,nan,nan,nan,nan,nan,nan,nan,0
7460316100,7460315812,0.0019999985,2.8116425e-09,0.0019999994,1.1429144e-11,nan,nan,nan,nan,nan,nan,nan,nan,0
