timestamp,timestamp_sample,control[0],control[1],control[2],control[3],control[4],control[5],control[6],control[7],control[8],control[9],control[10],control[11],reversible_flags
5111924286,5111924000,0.0020000006,0.0,0.0020000003,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
5111925537,5111925249,0.0019999985,1.4490623e-09,0.0020000008,6.1292117e-12,nan,nan,nan,nan,nan,nan,nan,nan,0
5111931815,5111931491,0.0020000003,4.5860107e-10,0.0019999999,7.060224e-12,nan,nan,nan,nan,nan,nan,nan,nan,0
5111938008,5111937733,0.0019999987,1.2731034e-09,0.002000001,7.465178e-12,nan,nan,nan,nan,nan,nan,nan,nan,0
5111940527,5111940236,0.0019999985,1.825954e-09,0.0020000003,7.587285e-12,nan,nan,nan,nan,nan,nan,nan,nan,0
5111944260,5111943975,0.0020000008,0.0,0.002000001,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
5111951748,5111951466,0.0020000003,0.0,0.0020000008,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
5111955493,5111955211,0.0020000006,0.0,0.0020000006,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
5111961735,5111961454,0.0020000003,0.0,0.0020000003,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
5111965496,5111965199,0.0020000006,5.427326e-10,0.0019999999,1.0240203e-11,nan,nan,nan,nan,nan,nan,nan,nan,0
5111972995,5111972689,0.0019999985,2.6384392e-09,0.0019999996,1.0009256e-11,nan,nan,nan,nan,nan,nan,nan,nan,0
5112014176,5112013888,0.0020000003,1.1524841e-09,0.0019999992,1.166907e-11,nan,nan,nan,nan,nan,nan,nan,nan,0
5112021662,5112021378,0.0020000022,1.4733375e-09,0.001999997,1.0957889e-11,nan,nan,nan,nan,nan,nan,nan,nan,0
5112025434,5112025124,0.0019999985,1.531726e-09,0.0020000006,1.0777039e-11,nan,nan,nan,nan,nan,nan,nan,nan,0
5112032896,5112032615,0.0020000003,8.035983e-10,0.0019999994,1.1308966e-11,nan,nan,nan,nan,nan,nan,nan,nan,0
5112035395,5112035111,0.0020000022,2.8404918e-09,0.0019999957,1.1683441e-11,nan,nan,nan,nan,nan,nan,nan,nan,0
5112042885,5112042602,0.002,7.72757e-10,0.0019999994,1.3046397e-11,nan,nan,nan,nan,nan,nan,nan,nan,0
5112045401,5112045099,0.0019999985,1.5874586e-09,0.0020000006,1.3252061e-11,nan,nan,nan,nan,nan,nan,nan,nan,0
5112049124,5112048844,0.0020000006,0.0,0.0020000006,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
5112056630,5112056336,0.0020000003,1.0632736e-09,0.0019999994,1.3568141e-11,nan,nan,nan,nan,nan,nan,nan,nan,0
5112061611,5112061328,0.0020000006,0.0,0.0020000006,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
5112066604,5112066322,0.0019999985,1.3849715e-09,0.0020000008,1.20123494e-11,nan,nan,nan,nan,nan,nan,nan,nan,0
5112071597,5112071316,0.0020000003,1.04877995e-10,0.0020000003,1.1537328e-11,nan,nan,nan,nan,nan,nan,nan,nan,0
5112077834,5112077558,0.0020000024,1.9669908e-09,0.0019999966,1.2069644e-11,nan,nan,nan,nan,nan,nan,nan,nan,0
5112081593,5112081303,0.0020000003,0.0,0.0020000003,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
5112084083,5112083800,0.0020000003,3.6580355e-10,0.0019999999,1.2546237e-11,nan,nan,nan,nan,nan,nan,nan,nan,0
5112091575,5112091291,0.0020000003,6.5662714e-10,0.0019999999,1.2760957e-11,nan,nan,nan,nan,nan,nan,nan,nan,0
5112095322,5112095036,0.0020000003,1.9109926e-10,0.0020000003,1.262755e-11,nan,nan,nan,nan,nan,nan,nan,nan,0
5112101556,5112101278,0.0020000003,1.2389807e-09,0.0019999992,1.2484019e-11,nan,nan,nan,nan,nan,nan,nan,nan,0
5112105316,5112105032,0.0020000022,1.6464383e-09,0.001999997,1.2480001e-11,nan,nan,nan,nan,nan,nan,nan,nan,0
5112112797,5112112514,0.0020000022,2.7523643e-09,0.0019999957,1.2499651e-11,nan,nan,nan,nan,nan,nan,nan,nan,0
5112116554,5112116271,0.0019999985,1.4719375e-09,0.0020000008,1.23579185e-11,nan,nan,nan,nan,nan,nan,nan,nan,0
5112119039,5112118759,0.0020000006,0.0,0.0020000006,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
5112126545,5112126247,0.0020000003,2.4930594e-10,0.002,1.2628528e-11,nan,nan,nan,nan,nan,nan,nan,nan,0
5112131530,5112131241,0.0020000006,0.0,0.0020000008,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
5112136531,5112136234,0.002000002,1.52965e-09,0.0019999968,1.2853078e-11,nan,nan,nan,nan,nan,nan,nan,nan,0
5112141523,5112141228,0.0020000003,1.3242432e-10,0.0020000003,1.3094826e-11,nan,nan,nan,nan,nan,nan,nan,nan,0
5112147741,5112147470,0.0020000022,1.9961237e-09,0.0019999966,1.2040648e-11,nan,nan,nan,nan,nan,nan,nan,nan,0
5112151506,5112151216,0.002000002,1.5603117e-09,0.0019999968,1.1295142e-11,nan,nan,nan,nan,nan,nan,nan,nan,0
5112153999,5112153712,0.0020000008,0.0,0.002000001,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
5112161486,5112161203,0.0020000006,0.0,0.0020000006,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
5112165224,5112164948,0.0020000003,1.2693638e-09,0.001999999,1.1204699e-11,nan,nan,nan,nan,nan,nan,nan,nan,0
5112171474,5112171191,0.0020000003,0.0,0.0020000006,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
5112175217,5112174936,0.0020000022,2.9277651e-09,0.0019999957,1.1721707e-11,nan,nan,nan,nan,nan,nan,nan,nan,0
5112182713,5112182429,0.0020000024,1.1806025e-09,0.0019999975,1.2654508e-11,nan,nan,nan,nan,nan,nan,nan,nan,0
5112186470,5112186172,0.0020000003,3.3680828e-10,0.0019999999,1.2437683e-11,nan,nan,nan,nan,nan,nan,nan,nan,0
5112188954,5112188670,0.0020000006,1.0064675e-09,0.0019999994,1.2166634e-11,nan,nan,nan,nan,nan,nan,nan,nan,0
5112196442,5112196159,0.0020000006,0.0,0.0020000006,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
5112201434,5112201153,0.0020000006,0.0,0.0020000006,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
5112206444,5112206147,0.0020000003,1.7642474e-11,0.0020000003,1.1461356e-11,nan,nan,nan,nan,nan,nan,nan,nan,0
5112211425,5112211141,0.0020000006,0.0,0.0020000006,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
5112217653,5112217382,0.0020000008,0.0,0.0020000008,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
5112221420,5112221128,0.0020000003,1.7900549e-11,0.0020000003,1.1203281e-11,nan,nan,nan,nan,nan,nan,nan,nan,0
5112223907,5112223625,0.002000002,2.5790687e-09,0.001999996,1.1172081e-11,nan,nan,nan,nan,nan,nan,nan,nan,0
5112231404,5112231116,0.0020000003,0.0,0.0020000003,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
5112235139,5112234860,0.002,3.969971e-10,0.0019999999,1.0456528e-11,nan,nan,nan,nan,nan,nan,nan,nan,0
5112241388,5112241103,0.0019999985,1.212236e-09,0.002000001,1.0124889e-11,nan,nan,nan,nan,nan,nan,nan,nan,0
5112245126,5112244848,0.0020000003,0.0,0.0020000003,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
5112252622,5112252339,0.002000002,2.7540619e-09,0.0019999957,1.0802043e-11,nan,nan,nan,nan,nan,nan,nan,nan,0
5112256400,5112256084,0.0020000022,1.2984029e-09,0.001999997,1.126947e-11,nan,nan,nan,nan,nan,nan,nan,nan,0
5112261374,5112261078,0.002,3.0829161e-10,0.0019999999,1.1850507e-11,nan,nan,nan,nan,nan,nan,nan,nan,0
5112266368,5112266072,0.0020000006,0.0,0.0020000006,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
5112271359,5112271065,0.0020000006,0.0,0.0020000006,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
5112276348,5112276059,0.0020000022,2.9271454e-09,0.0019999957,1.2341534e-11,nan,nan,nan,nan,nan,nan,nan,nan,0
5112281355,5112281053,0.0020000006,0.0,0.0020000006,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
5112287575,5112287295,0.0020000006,0.0,0.0020000006,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
5112291339,5112291050,0.0020000006,0.0,0.0020000008,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
5112293817,5112293537,0.0020000006,0.0,0.0020000006,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
5112301320,5112301028,0.0020000022,2.751519e-09,0.0019999957,1.3344777e-11,nan,nan,nan,nan,nan,nan,nan,nan,0
5112305065,5112304773,0.0020000003,0.0,0.0020000003,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
5112312545,5112312264,0.0020000003,0.0,0.0020000006,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
5112315040,5112314760,0.0020000022,1.470943e-09,0.001999997,1.33523e-11,nan,nan,nan,nan,nan,nan,nan,nan,0
5112322589,5112322252,0.0020000006,0.0,0.0020000006,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
5112326297,5112325997,0.0020000003,2.2014449e-10,0.0019999999,1.26861525e-11,nan,nan,nan,nan,nan,nan,nan,nan,0
5112330014,5112329742,0.0020000003,5.406274e-10,0.0019999999,1.23453955e-11,nan,nan,nan,nan,nan,nan,nan,nan,0
5112336266,5112335984,0.0020000022,1.6473599e-09,0.0019999968,1.1558381e-11,nan,nan,nan,nan,nan,nan,nan,nan,0
5112341265,5112340978,0.0020000022,1.356825e-09,0.001999997,1.105502e-11,nan,nan,nan,nan,nan,nan,nan,nan,0
5112347517,5112347226,0.0020000003,0.0,0.0020000003,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
5112351256,5112350965,0.0020000006,0.0,0.0020000006,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
5112357492,5112357207,0.002000002,1.8237786e-09,0.0019999966,9.762777e-12,nan,nan,nan,nan,nan,nan,nan,nan,0
5112361235,5112360953,0.0020000003,1.9450107e-10,0.0020000003,9.225749e-12,nan,nan,nan,nan,nan,nan,nan,nan,0
5112364992,5112364698,0.0020000003,6.028153e-10,0.0019999999,8.365156e-12,nan,nan,nan,nan,nan,nan,nan,nan,0
5112371224,5112370940,0.0020000008,0.0,0.0020000006,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
5112374957,5112374686,0.0020000022,1.3896387e-09,0.001999997,7.345076e-12,nan,nan,nan,nan,nan,nan,nan,nan,0
5112382465,5112382176,0.0020000003,1.2744313e-09,0.001999999,6.137226e-12,nan,nan,nan,nan,nan,nan,nan,nan,0
5112384996,5112384673,0.0019999987,1.682298e-09,0.0020000008,5.7241694e-12,nan,nan,nan,nan,nan,nan,nan,nan,0
5112392447,5112392167,0.0020000003,0.0,0.0020000003,2.6336936e-12,nan,nan,nan,nan,nan,nan,nan,nan,0
5112396191,5112395909,0.0019999985,1.799389e-09,0.0020000003,5.0484894e-12,nan,nan,nan,nan,nan,nan,nan,nan,0
5112401194,5112400903,0.0020000006,0.0,0.0020000006,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
5112406241,5112405900,0.002000002,3.0228153e-09,0.0019999954,3.9830344e-12,nan,nan,nan,nan,nan,nan,nan,nan,0
5112411168,5112410890,0.0020000003,0.0,0.002,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
5112417423,5112417132,0.0020000006,0.0,0.0020000006,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
5112421231,5112420882,0.0020000006,0.0,0.0020000003,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
5112427401,5112427120,0.002000002,2.1508828e-09,0.0019999961,2.8006226e-12,nan,nan,nan,nan,nan,nan,nan,nan,0
5112431148,5112430871,0.0020000008,0.0,0.0020000006,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
5112434885,5112434610,0.0019999985,1.2772078e-09,0.0020000008,3.3607526e-12,nan,nan,nan,nan,nan,nan,nan,nan,0
5112441141,5112440853,0.0020000022,3.0231546e-09,0.0019999954,3.6436687e-12,nan,nan,nan,nan,nan,nan,nan,nan,0
5112444870,5112444598,0.0020000003,4.0415493e-10,0.0019999999,3.2986825e-12,nan,nan,nan,nan,nan,nan,nan,nan,0
5112452367,5112452088,0.0020000024,1.6262548e-09,0.001999997,3.5596994e-12,nan,nan,nan,nan,nan,nan,nan,nan,0
5112456115,5112455833,0.0019999985,1.3641797e-09,0.0020000008,3.7003317e-12,nan,nan,nan,nan,nan,nan,nan,nan,0
5112462359,5112462077,0.0020000003,9.562976e-10,0.0019999994,4.1288396e-12,nan,nan,nan,nan,nan,nan,nan,nan,0
5112466172,5112465824,0.0020000022,1.8582552e-09,0.0019999966,4.3899866e-12,nan,nan,nan,nan,nan,nan,nan,nan,0
5112472352,5112472064,0.0019999985,2.8760208e-09,0.0019999994,5.2584846e-12,nan,nan,nan,nan,nan,nan,nan,nan,0
5112476092,5112475809,0.0020000003,9.257737e-10,0.0019999994,5.548881e-12,nan,nan,nan,nan,nan,nan,nan,nan,0
5112479842,5112479554,0.0020000022,2.7883449e-09,0.0019999957,5.622728e-12,nan,nan,nan,nan,nan,nan,nan,nan,0
5112487330,5112487045,0.0019999985,1.3048645e-09,0.0020000008,4.8078676e-12,nan,nan,nan,nan,nan,nan,nan,nan,0
5112491078,5112490790,0.0020000003,1.2177337e-09,0.0019999992,4.627179e-12,nan,nan,nan,nan,nan,nan,nan,nan,0
5112497319,5112497032,0.0020000003,0.0,0.0020000006,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
5112501065,5112500779,0.0020000003,7.5302936e-10,0.0019999994,3.6702516e-12,nan,nan,nan,nan,nan,nan,nan,nan,0
5112504801,5112504522,0.0020000003,2.877433e-10,0.0019999999,3.2949962e-12,nan,nan,nan,nan,nan,nan,nan,nan,0
5112511110,5112510766,0.002,2.878883e-10,0.0019999999,3.1500098e-12,nan,nan,nan,nan,nan,nan,nan,nan,0
5112514788,5112514510,0.0020000006,2.3031095e-10,0.0020000003,2.5196893e-12,nan,nan,nan,nan,nan,nan,nan,nan,0
5112522291,5112522000,0.0020000006,6.378895e-10,0.0019999999,2.3947424e-12,nan,nan,nan,nan,nan,nan,nan,nan,0
5112524781,5112524499,0.0020000003,5.797997e-10,0.0019999999,2.2768974e-12,nan,nan,nan,nan,nan,nan,nan,nan,0
5112532283,5112531989,0.0020000003,0.0,0.0020000003,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
5112536023,5112535734,0.0020000003,0.0,0.0020000003,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
5112541085,5112540727,0.0020000003,1.2780558e-09,0.001999999,2.5127643e-12,nan,nan,nan,nan,nan,nan,nan,nan,0
5112546005,5112545721,0.0019999985,1.9184963e-09,0.0020000003,2.3564588e-12,nan,nan,nan,nan,nan,nan,nan,nan,0
5112552244,5112551964,0.002,0.0,0.0020000003,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
5112557245,5112556957,0.0020000003,8.7045426e-10,0.0019999994,2.660672e-12,nan,nan,nan,nan,nan,nan,nan,nan,0
5112561004,5112560704,0.0020000003,1.2195821e-09,0.001999999,2.7787841e-12,nan,nan,nan,nan,nan,nan,nan,nan,0
5112567227,5112566944,0.0020000003,9.875522e-10,0.0019999994,1.9780774e-12,nan,nan,nan,nan,nan,nan,nan,nan,0
5112571018,5112570690,0.0020000022,1.3955244e-09,0.001999997,1.4595356e-12,nan,nan,nan,nan,nan,nan,nan,nan,0
5112574716,5112574435,0.0020000022,2.5017646e-09,0.001999996,1.1649431e-12,nan,nan,nan,nan,nan,nan,nan,nan,0
5112580974,5112580677,0.0020000003,5.228153e-10,0.0019999999,1.0536554e-12,nan,nan,nan,nan,nan,nan,nan,nan,0
5112584697,5112584423,0.0020000022,2.6187592e-09,0.001999996,5.8543274e-13,nan,nan,nan,nan,nan,nan,nan,nan,0
5112592190,5112591913,0.0020000006,0.0,0.0020000006,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
5112596004,5112595658,0.002000002,2.09542e-09,0.0019999964,5.5759217e-14,nan,nan,nan,nan,nan,nan,nan,nan,0
5112602189,5112601901,0.0020000024,1.1936341e-09,0.0019999975,2.8726774e-11,nan,nan,nan,nan,nan,nan,nan,nan,0
5112605927,5112605646,0.002,3.7884224e-10,0.0019999999,2.8611405e-11,nan,nan,nan,nan,nan,nan,nan,nan,0
5112610945,5112610640,0.0020000003,0.0,0.0020000006,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
5112615966,5112615633,0.0019999985,1.6877101e-09,0.0020000006,3.1211492e-13,nan,nan,nan,nan,nan,nan,nan,nan,0
5112620921,5112620627,0.0019999982,3.0843368e-09,0.001999999,6.6929795e-13,nan,nan,nan,nan,nan,nan,nan,nan,0
5112627173,5112626872,0.0020000003,0.0,0.0020000003,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
5112630947,5112630615,0.0020000003,1.7387589e-10,0.0020000003,7.470951e-13,nan,nan,nan,nan,nan,nan,nan,nan,0
5112637133,5112636857,0.0020000024,2.9093574e-09,0.0019999957,1.0255737e-12,nan,nan,nan,nan,nan,nan,nan,nan,0
5112640894,5112640602,0.0020000003,6.9729195e-10,0.0019999996,1.1999811e-12,nan,nan,nan,nan,nan,nan,nan,nan,0
5112644632,5112644347,0.0020000003,0.0,0.0020000006,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
5112650877,5112650590,0.0020000003,2.8982075e-10,0.0019999999,1.2175469e-12,nan,nan,nan,nan,nan,nan,nan,nan,0
5112654624,5112654335,0.0020000003,0.0,0.0020000003,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
