timestamp,timestamp_sample,xyz[0],xyz[1],xyz[2]
6435992335,6435992097,0.0,0.0,-0.001
6435993587,6435993345,0.0,0.0,-0.001
6435997339,6435997091,0.0,0.0,-0.001
6436004815,6436004581,0.0,0.0,-0.001
6436008589,6436008334,0.0,0.0,-0.001
6436016060,6436015818,0.0,0.0,-0.001
6436018554,6436018314,0.0,0.0,-0.001
6436022316,6436022062,0.0,0.0,-0.001
6436029785,6436029550,0.0,0.0,-0.001
6436032292,6436032048,0.0,0.0,-0.001
6436039769,6436039538,0.0,0.0,-0.001
6436043516,6436043283,0.0,0.0,-0.001
6436051025,6436050774,0.0,0.0,-0.001
6436053504,6436053271,0.0,0.0,-0.001
6436057255,6436057016,0.0,0.0,-0.001
6436064743,6436064507,0.0,0.0,-0.001
6436068487,6436068254,0.0,0.0,-0.001
6436075987,6436075743,0.0,0.0,-0.001
6436078473,6436078240,0.0,0.0,-0.001
6436085971,6436085731,0.0,0.0,-0.001
6436088466,6436088227,0.0,0.0,-0.001
6436092208,6436091972,0.0,0.0,-0.001
6436099719,6436099463,0.0,0.0,-0.001
6436103455,6436103209,0.0,0.0,-0.001
6436109681,6436109451,0.0,0.0,-0.001
6436113432,6436113196,0.0,0.0,-0.001
6436120943,6436120687,0.0,0.0,-0.001
6436123446,6436123185,0.0,0.0,-0.001
6436127171,6436126929,0.0,0.0,-0.001
6436134654,6436134419,0.0,0.0,-0.001
6436138402,6436138165,0.0,0.0,-0.001
6436145897,6436145656,0.0,0.0,-0.001
6436148383,6436148152,0.0,0.0,-0.001
6436155897,6436155643,0.0,0.0,-0.001
6436158380,6436158140,0.0,0.0,-0.001
6436162120,6436161885,0.0,0.0,-0.001
6436169616,6436169376,0.0,0.0,-0.001
6436173360,6436173122,0.0,0.0,-0.001
6436179605,6436179368,0.0,0.0,-0.001
6436183346,6436183110,0.0,0.0,-0.001
6436190851,6436190600,0.0,0.0,-0.001
6436193338,6436193097,0.0,0.0,-0.001
6436197109,6436196842,0.0,0.0,-0.001
6436205824,6436205582,0.0,0.0,-0.001
6436208320,6436208078,0.0,0.0,-0.001
6436215808,6436215569,0.0,0.0,-0.001
6436218304,6436218067,0.0,0.0,-0.001
6436225800,6436225561,0.0,0.0,-0.001
6436228293,6436228053,0.0,0.0,-0.001
6436232040,6436231798,0.0,0.0,-0.001
6436239537,6436239289,0.0,0.0,-0.001
6436243290,6436243038,0.0,0.0,-0.001
6436249520,6436249277,0.0,0.0,-0.001
6436253276,6436253027,0.0,0.0,-0.001
6436260750,6436260513,0.0,0.0,-0.001
6436265749,6436265507,0.0,0.0,-0.001
6436267044,6436266758,0.0,0.0,-0.001
6436275736,6436275495,0.0,0.0,-0.001
6436278222,6436277991,0.0,0.0,-0.001
6436285724,6436285482,0.0,0.0,-0.001
6436288210,6436287978,0.0,0.0,-0.001
6436295713,6436295469,0.0,0.0,-0.001
6436299454,6436299214,0.0,0.0,-0.001
6436301946,6436301711,0.0,0.0,-0.001
6436309436,6436309202,0.0,0.0,-0.001
6436313187,6436312947,0.0,0.0,-0.001
6436319429,6436319190,0.0,0.0,-0.001
6436323174,6436322935,0.0,0.0,-0.001
6436330673,6436330426,0.0,0.0,-0.001
6436335660,6436335420,0.0,0.0,-0.001
6436336907,6436336668,0.0,0.0,-0.001
6436345647,6436345407,0.0,0.0,-0.001
6436348133,6436347904,0.0,0.0,-0.001
6436355636,6436355396,0.0,0.0,-0.001
6436358127,6436357892,0.0,0.0,-0.001
6436365622,6436365382,0.0,0.0,-0.001
6436369371,6436369128,0.0,0.0,-0.001
6436371854,6436371624,0.0,0.0,-0.001
6436379356,6436379116,0.0,0.0,-0.001
6436383093,6436382860,0.0,0.0,-0.001
6436389340,6436389103,0.0,0.0,-0.001
6436393083,6436392848,0.0,0.0,-0.001
6436400589,6436400340,0.0,0.0,-0.001
6436405573,6436405332,0.0,0.0,-0.001
6436406822,6436406581,0.0,0.0,-0.001
6436415605,6436415322,0.0,0.0,-0.001
6436418056,6436417817,0.0,0.0,-0.001
6436425554,6436425308,0.0,0.0,-0.001
6436428046,6436427804,0.0,0.0,-0.001
6436435538,6436435295,0.0,0.0,-0.001
6436439291,6436439040,0.0,0.0,-0.001
6436441777,6436441538,0.0,0.0,-0.001
6436449281,6436449028,0.0,0.0,-0.001
6436453008,6436452773,0.0,0.0,-0.001
6436460509,6436460264,0.0,0.0,-0.001
6436462995,6436462761,0.0,0.0,-0.001
6436470500,6436470256,0.0,0.0,-0.001
6436475490,6436475245,0.0,0.0,-0.001
6436478002,6436477745,0.0,0.0,-0.001
6436485475,6436485233,0.0,0.0,-0.001
6436487964,6436487730,0.0,0.0,-0.001
6436495466,6436495221,0.0,0.0,-0.001
6436497963,6436497717,0.0,0.0,-0.001
6436505465,6436505208,0.0,0.0,-0.001
6436509197,6436508959,0.0,0.0,-0.001
6436512938,6436512698,0.0,0.0,-0.001
6436519176,6436518941,0.0,0.0,-0.001
6436522942,6436522686,0.0,0.0,-0.001
6436530428,6436530177,0.0,0.0,-0.001
6436532957,6436532674,0.0,0.0,-0.001
6436540409,6436540165,0.0,0.0,-0.001
6436545405,6436545158,0.0,0.0,-0.001
6436547894,6436547655,0.0,0.0,-0.001
6436555387,6436555146,0.0,0.0,-0.001
6436557898,6436557643,0.0,0.0,-0.001
6436565375,6436565134,0.0,0.0,-0.001
6436567875,6436567630,0.0,0.0,-0.001
